CaseRef,CaseId,CaseSystemId,NamedIndividual,AccusedRef,CaseStart_date,CaseStart_date_as_date,Case_date,Case_date_as_date,Age_at_case,CaseCommonName,Commission,Complaint,Correspondence,Chronicle,Other,Suspects_text,UNorthodoxRelPract_p,UNorthodoxRelPract_s,Consulting_p,Consulting_s,Demonic_p,Demonic_s,Demonic_possess_p,Demonic_possess_s,Fairies_p,Fairies_s,Folk_healing_p,Folk_healing_s,Maleficium_p,Maleficium_s,Midwifery_p,Midwifery_s,ImplicatedByAnother_p,ImplicatedByAnother_s,Neighbhd_dispute_p,Neighbhd_dispute_s,PoliticalMotive_p,PoliticalMotive_s,PropertyMotive_p,PropertyMotive_s,RefusedCharity_p,RefusedCharity_s,Treason_p,Treason_s,Other_p,Other_s,OtherText,NotEnoughInfo_p,NotEnoughInfo_s,WhiteMagic_p,WhiteMagic_s,Charnotes,DemonicPact,DevilNotes,WitchesMeeting,MeetingName,DevilPresent,Maleficium,CommunalSex,DevilWorship,FoodAndDrink,Dancing,Singing,SingingText,OtherPractices,MeetingNotes,Elphane/Fairyland,Food/Drink,SpecificVerbalFormulae,SpecificRitualActs,Familiars,Shape-Changing,Dreams/Visions,UnorthodoxReligiousPractice,SympatheticMagic,Ridingdead,FolkNotes,HumanIllness,HumanDeath,AnimalIllness,AnimalDeath,FemaleInfertility,MaleImpotence,AggravatingDisease,TransferringDisease,LayingOn,Removalbewitchment,Quarreling,Cursing,Poisoning,RecHealer,HealingHumans,HealingAnimals,Midwifery,DiseaseNotes,PropertyDamage,WeatherModification,OtherMaleficiaNotes,OtherChargesNotes,ClaimedBewitched,ClaimedPossessed,AdmitLesserCharge,ClaimedNaturalCauses,Nodefence,DefenseNotes,CaseNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"C/EGD/2496",2496,"EGD",0,,"3/1649","03/01/49 00:00:00","3/1649","03/01/49 00:00:00",,"0 witches",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"This appears to be a general commission to permit localities to use torture in the investigation of witches. No number allocated to this.","SMD","05/15/01 17:00:16","jhm","10/30/02 10:46:42"
"C/EGD/25",25,"EGD",-1,"A/EGD/14","3/4/1661","04/03/61 00:00:00","3/5/1661","05/03/61 00:00:00",,"Maissone,Jonet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Earl of Haddington petitioned for the arrest of the suspects. He claimed they had been named but wanted them apprehended, searched and tried.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","09/26/02 16:48:16"
"C/EGD/250",250,"EGD",-1,"A/EGD/239","31/3/1658","03/31/58 00:00:00","6/4/1658","04/06/58 00:00:00",,"Boyd,Jonnet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 10:54:35"
"C/EGD/2501",2501,"EGD",-1,"A/EGD/2418","26/3/1590","03/26/90 00:00:00","26/3/1590","03/26/90 00:00:00",,"Murit,Nans",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 10:56:18"
"C/EGD/2502",2502,"EGD",-1,"A/EGD/2419","28/5/1590","05/28/90 00:00:00","28/5/1590","05/28/90 00:00:00",,"Lochoir,Euphame",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:06:14"
"C/EGD/2503",2503,"EGD",-1,"A/EGD/2420","15/3/1592","03/15/92 00:00:00","1595","06/01/95 00:00:00",,"Loquhour,Janot",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:07:50"
"C/EGD/2504",2504,"EGD",-1,"A/EGD/2421","5/5/1597","05/05/97 00:00:00","5/5/1597","05/05/97 00:00:00",,"Zeman,David",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:10:48"
"C/EGD/2505",2505,"EGD",-1,"A/EGD/2422","9/6/1597","06/09/97 00:00:00","9/6/1597","06/09/97 00:00:00",,"Willeamsoun,Jonet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:11:05"
"C/EGD/2506",2506,"EGD",-1,"A/EGD/2423","9/6/1597","06/09/97 00:00:00","9/6/1597","06/09/97 00:00:00",,"Foggow,Jonett",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:11:32"
"C/EGD/2507",2507,"EGD",-1,"A/EGD/2424","9/6/1597","06/09/97 00:00:00","9/6/1597","06/09/97 00:00:00",,"Forgesoun,Beatrix",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:11:48"
"C/EGD/2508",2508,"EGD",-1,"A/EGD/2425","16/5/1597","05/16/97 00:00:00","16/5/1597","05/16/97 00:00:00",,"Adie,Bettie",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:12:38"
"C/EGD/2509",2509,"EGD",0,,"3/8/1597","08/03/97 00:00:00","3/8/1597","08/03/97 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"'the weimen accused' from Largo, Fife.

The project did not check Macdonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:14:24"
"C/EGD/251",251,"EGD",-1,"A/EGD/240","31/3/1658","03/31/58 00:00:00","6/4/1658","04/06/58 00:00:00",,"Wilsoune,Jonnet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:14:42"
"C/EGD/2510",2510,"EGD",-1,"A/EGD/2427","6/10/1597","10/06/97 00:00:00","6/10/1597","10/06/97 00:00:00",,"Gutter,Fritte",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 11:16:03"
"C/EGD/2511",2511,"EGD",-1,"A/EGD/2428","13/7/1598","07/13/98 00:00:00","3/8/1598","08/03/98 00:00:00",,"Stewart,Patrik",,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:16:18"
"C/EGD/2512",2512,"EGD",-1,"A/EGD/2429","22/1/1598","01/22/98 00:00:00","1598","10/26/98 00:00:00",,"Gray,Geillis",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:17:31"
"C/EGD/2513",2513,"EGD",-1,"A/EGD/2430","20/10/1603","10/20/03 00:00:00","26/1/1604","01/26/04 00:00:00",,"Small,Jonet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:20:39"
"C/EGD/2514",2514,"EGD",-1,"A/EGD/2431","15/12/1603","12/15/03 00:00:00","29/12/1603","12/29/03 00:00:00",,"Anstruther,Agnes",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","09/17/02 13:54:28"
"C/EGD/2515",2515,"EGD",-1,"A/EGD/2432","22/12/1603","12/22/03 00:00:00","29/12/1603","12/29/03 00:00:00",,"Traills,Beatrix",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:30:51"
"C/EGD/2516",2516,"EGD",-1,"A/EGD/2433","15/12/1603","12/15/03 00:00:00","29/12/1603","12/29/03 00:00:00",,"Traills,Christen",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 11:32:38"
"C/EGD/2517",2517,"EGD",-1,"A/EGD/2434","12/1/1604","01/12/04 00:00:00","26/1/1604","01/26/04 00:00:00",,"Steidmont,Unknown",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","11/21/02 13:57:01"
"C/EGD/2518",2518,"EGD",0,,"8/1643","08/01/43 00:00:00","8/1643","08/01/43 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Some witches frpm Anstruther. It is likely that there were more than 3 witches but number left at that. STACUPR p. 13

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:16:21"
"C/EGD/252",252,"EGD",-1,"A/EGD/241","31/3/1658","03/31/58 00:00:00","6/4/1658","04/06/58 00:00:00",,"Grahame,Jonet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 12:13:37"
"C/EGD/2521",2521,"EGD",0,,"16/8/1643","08/16/43 00:00:00","16/8/1643","08/16/43 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Some witches from Crail. STACUPR p. 13

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:16:05"
"C/EGD/2522",2522,"EGD",0,,"8/1643","08/01/43 00:00:00","8/1643","08/01/43 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Witches from St Andrews, Fife. STACUPR p. 13

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:19:25"
"C/EGD/2524",2524,"EGD",0,,"30/8/1643","08/30/43 00:00:00","30/8/1643","08/30/43 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Apprehended witches St. Andrews, Fife. STACUPR p. 13

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:20:24"
"C/EGD/2527",2527,"EGD",0,,"6/9/1643","09/06/43 00:00:00","6/9/1643","09/06/43 00:00:00",,"2 unnamed witches",,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"2 witches from Crail. STACUPR P. 16

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:22:53"
"C/EGD/2529",2529,"EGD",-1,"A/EGD/2439","21/2/1644","02/21/44 00:00:00","21/2/1644","02/21/44 00:00:00",,"Dote,Beatie",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Cannot find the full citation for this.

The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:24:35"
"C/EGD/253",253,"EGD",-1,"A/EGD/242","31/3/1658","03/31/58 00:00:00","16/9/1679","09/16/79 00:00:00",,"Wodsyde,Bessie",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Processed in 1658 and again in 1679","SMD","05/15/01 17:00:16","jhm","10/30/02 12:25:04"
"C/EGD/2530",2530,"EGD",0,,"3/7/1644","07/03/44 00:00:00","3/7/1644","07/03/44 00:00:00",,"3 unnamed witches",,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Some witches from Pittenweem.  STACUPR P. 22.

Macdonald's reference. We could not find the full citation for this so were unable to check this source/reference.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:27:41"
"C/EGD/2531",2531,"EGD",-1,"A/EGD/2440","7/8/1644","08/07/44 00:00:00","7/8/1644","08/07/44 00:00:00",,"Wylie,Jonet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Cannot find the full citation for this.

The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:28:07"
"C/EGD/2532",2532,"EGD",-1,"A/EGD/2441","8/11/1645","11/08/45 00:00:00","8/11/1645","11/08/45 00:00:00",,"Carmichael,Androw",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Cannot find the full citation for this.

The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:28:27"
"C/EGD/2533",2533,"EGD",-1,"A/EGD/2442","7/5/1662","05/07/62 00:00:00","7/5/1662","05/07/62 00:00:00",,"Hutsone,Agnes",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 12:29:06"
"C/EGD/2534",2534,"EGD",-1,"A/EGD/2443","14/6/1704","06/14/04 00:00:00","27/12/1704","12/27/04 00:00:00",,"Horseburgh,Janet",,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,"One of the other confessing witches claimed Horseburgh attended meetings with witches and the devil but Horseburgh denied this.",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accused of tormenting a boy who took strange fits.",0,0,,,0,0,0,0,0,,"Part of a group of women accused of tormenting a local lad, Patrick Morton.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:55:58"
"C/EGD/2535",2535,"EGD",-1,"A/EGD/2444","14/6/1704","06/14/04 00:00:00","14/6/1704","06/14/04 00:00:00",,"Wallace,Lillias",,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,"Said to have attended meetings with witches in the Loan but she denied this.",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Said to have caused a boy to take fits but she denied it.",0,0,,,0,0,0,0,0,,"One of a group of women accused of tormenting a local lad, Patrick Morton.","SMD","05/15/01 17:00:16","jhm","10/30/02 12:55:22"
"C/EGD/2536",2536,"EGD",-1,"A/EGD/2445","13/6/1704","06/13/04 00:00:00","13/6/1704","06/13/04 00:00:00",,"Wallace,Margaret",,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"This is another possession case.  A group of seven people were charged with causing the tormenting of Patrick Morton, the sixteen year old son of a smith in Pittenweem.  The town officials cited the precedent of 'Bargarran's daughter in the west' when applying for a commission for trial.  The Privy Council appointed Her Majesty's Advocate, Sir James Stewart to prosecute the cases and the Privy Council said they would pay for it from the treasury.","SMD","05/15/01 17:00:16","jhm","10/30/02 13:01:11"
"C/EGD/2537",2537,"EGD",-1,"A/EGD/2446","13/6/1704","06/13/04 00:00:00","13/6/1704","06/13/04 00:00:00",,"Jack,Margaret",,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"This is another possession case.  A group of seven people were charged with causing the tormenting of Patrick Morton, the sixteen year old son of a smith in Pittenweem.  The town officials cited the precedent of 'Bargarran's daughter in the west' when they applied for a commission for trial.  The Privy Council appointed Her Majesty's Advocate, Sir James Stewart to prosecute the cases and the Privy Council said they would pay for it from the treasury.","SMD","05/15/01 17:00:16","jhm","10/30/02 13:01:05"
"C/EGD/2538",2538,"EGD",-1,"A/EGD/2447","21/8/1644","08/21/44 00:00:00","21/8/1644","08/21/44 00:00:00",,"Johnsone,Isobell",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 13:01:30"
"C/EGD/2539",2539,"EGD",-1,"A/EGD/2448","26/6/1650","06/26/50 00:00:00","26/6/1650","06/26/50 00:00:00",,"Austein,Elspeth",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Cannot find the full citation for this.

The project did not check MacDonald's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:00:16","jhm","09/10/02 15:44:35"
"C/EGD/254",254,"EGD",-1,"A/EGD/243","31/3/1658","03/31/58 00:00:00","6/4/1658","04/06/58 00:00:00",,"Tam,Helen",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","12/06/02 12:41:17"
"C/EGD/2540",2540,"EGD",-1,"A/EGD/2449","19/7/1638","07/19/38 00:00:00","4/10/1638","10/04/38 00:00:00",,"Bannantyne,Margaret",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,1,0,"The witness reported that she had heard a woman advise Margaret to sew something in her bodice and then she would want for nothing. No details about what was used.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/30/02 14:04:27"
